Date,ID,Tweet Text,Source,User ID,Lat,Lng
Mon Nov 25 18:56:12 +0000 201,1.19904E+18,"RT @PEDeBauw: Very happy to meet playwrigh, critic and commentator @Bonn1eGreer ahead of her conversation with @MiriamOCal an @emireland e\u2026""","\u003ca href=""http://twitter.com/download/android"" rel=""nofollow""\u003eTwitter for Android\u003c/a\u003e",2584562035,-6.247622,53.354902
Mon Nov 25 18:56:14 +0000 201,1.19904E+18,"Hey December @UHouston Graduates! Come get your FREE alumni T-shir, decals and cookies until 4pm! \u2764\ufe0f\ud83c\udf6a\ud83d\udc3e\u2026 https:\/\/t.co\/OuWkDyigow"",display_text_range:[0,140]","\u003ca href=""http://twitter.com/download/iphone"" rel=""nofollow""\u003eTwitter for iPhone\u003c/a\u003e",59164332,-95.34689,29.725813
Mon Nov 25 18:56:17 +0000 201,1.19904E+18,https://t.co/lGKVTIOTUI,"\u003ca href=""http://twitter.com/download/iphone"" rel=""nofollow""\u003eTwitter for iPhone\u003c/a\u003e",42437202,-117.287923,33.121484
Mon Nov 25 18:56:25 +0000 201,1.19904E+18,"RT @nairabox: \ud83e\udd75 \ud83d\udd25 THE FUTURE IS HERE \ud83e\udd75 \ud83d\udd25 \nEKO CONVENTION CENTRE \n29th Decembe, 2019 \nHistory would definitely be made !!\n#Futureliveinlago\u2026""","\u003ca href=""http://twitter.com/download/iphone"" rel=""nofollow""\u003eTwitter for iPhone\u003c/a\u003e",1.07507E+18,3.501845,6.441531
Mon Nov 25 18:56:29 +0000 201,1.19904E+18,I voted for @iem for Esports Event @TheGameAwards live on December 12 on Twitter. #TheGameAwards,"\u003ca href=""http://twitter.com/download/iphone"" rel=""nofollow""\u003eTwitter for iPhone\u003c/a\u003e",2213473042,2.242932,48.837455
Mon Nov 25 18:56:38 +0000 201,1.19904E+18,ASLA Conference on Landscape Architecture + EXPO  https://t.co/CXvsDNfjJr,"\u003ca href=""http://www.squarespace.com"" rel=""nofollow""\u003eSquarespace\u003c/a\u003e",361309410,-83.804475,27.698682
Mon Nov 25 18:56:39 +0000 201,1.19904E+18,RT @JayneWriting: Got my tickets. Have you? https://t.co/wPLfz45L0T,"\u003ca href=""https://mobile.twitter.com"" rel=""nofollow""\u003eTwitter Web App\u003c/a\u003e",1.15259E+18,-0.41638,54.275129
Mon Nov 25 18:56:44 +0000 201,1.19904E+18,Once I take a picture in it ion wanna wear it anymore \ud83d\ude2d\ud83d\ude2d,"\u003ca href=""http://twitter.com/download/iphone"" rel=""nofollow""\u003eTwitter for iPhone\u003c/a\u003e",591902751,-81.367773,28.501678
Mon Nov 25 18:56:44 +0000 201,1.19904E+18,RT @ONUMujeresMX: Edificios del mundo se vuelven naranjas contra la violencia de g\u00e9nero  https://t.co/xVorZcyZAj #D\u00edaNaranja #16D\u00edas #orang\u2026,"\u003ca href=""http://twitter.com/download/android"" rel=""nofollow""\u003eTwitter for Android\u003c/a\u003e",9.07348E+17,-99.24801,19.318042
Mon Nov 25 18:56:44 +0000 201,1.19904E+18,I feel like this is going to be something that\u2019s gonna make me angry,"\u003ca href=""http://twitter.com/download/iphone"" rel=""nofollow""\u003eTwitter for iPhone\u003c/a\u003e",157044462,-83.099288,42.352787
Mon Nov 25 18:56:46 +0000 201,1.19904E+18,RT @paradasp: Quem daqui vai? #Comenta e depois #retuita? \ud83d\ude4f\ud83c\udffb Dia 14/06/2020 ser\u00e1 a nossa pr\u00f3xima Parada do Orgulho LGBT de SP. Evento no Fa\u2026,"\u003ca href=""http://twitter.com/download/android"" rel=""nofollow""\u003eTwitter for Android\u003c/a\u003e",1.14107E+18,-46.595546,-23.682803
Mon Nov 25 18:56:46 +0000 201,1.19904E+18,RT @ArcticRaceofN: Friends of the #ArcticRace! \nVote and show the world how unique our event is! \u270c https://t.co/2Q4GlDatux,"\u003ca href=""http://twitter.com/download/android"" rel=""nofollow""\u003eTwitter for Android\u003c/a\u003e",19205968,16.491484,68.922396
Mon Nov 25 18:56:51 +0000 201,1.19904E+18,can we have another event like this sometime soon thanks xo,"\u003ca href=""http://twitter.com/download/iphone"" rel=""nofollow""\u003eTwitter for iPhone\u003c/a\u003e",498080961,-2.915427,53.419879
Mon Nov 25 18:56:52 +0000 201,1.19904E+18,"We sincerely need to question the sanity of @AishaYesufu for unnecessary wrangling on this short video. PMB has sai\u2026 https://t.co/cwSSxdkd9B,display_text_range:[0,140]","\u003ca href=""http://twitter.com/download/android"" rel=""nofollow""\u003eTwitter for Android\u003c/a\u003e",550313446,3.318066,6.590611
Mon Nov 25 18:56:53 +0000 201,1.19904E+18,RT @DiriyahSeason: \u0627\u0644\u062f\u0631\u0639\u064a\u0629 \u0632\u0631\u0642\u0627\u0627\u0627\u0627\u0627\u0627\u0627\u0627\u0627\u0621 \ud83d\udc99\ud83d\udc99\n\n\u0627\u062d\u062a\u0641\u0627\u0644 #\u0645\u0648\u0633\u0645_\u0627\u0644\u062f\u0631\u0639\u064a\u0629 \u0645\u0639 \u0645\u0645\u062b\u0644 \u0627\u0644\u0648\u0637\u0646 \ud83c\uddf8\ud83c\udde6 \u0646\u0627\u062f\u064a \u0627\u0644\u0647\u0644\u0627\u0644 \u0631\u0627\u062d \u064a\u0643\u0648\u0646 \u0641\u064a \u0645\u0642\u0631 \u0641\u0639\u0627\u0644\u064a\u0627\u062a \u0627\u0644\u0645\u0648\u0633\u0645 \u0628\u0645\u0646\u0627\u0633\u0628\u0629 \u062a\u062d\u0642\u064a\u0642\u2026,"\u003ca href=""http://twitter.com/download/iphone"" rel=""nofollow""\u003eTwitter for iPhone\u003c/a\u003e",357948155,46.584316,24.736764
Mon Nov 25 18:56:55 +0000 201,1.19904E+18,"RT @BradMossEsq: Trump supporters today: He, he had a nice event for the Conan dog, and he walked and made comments without doing anything\u2026""","\u003ca href=""https://mobile.twitter.com"" rel=""nofollow""\u003eTwitter Web App\u003c/a\u003e",271563785,-77.425155,38.878708
Mon Nov 25 18:56:58 +0000 201,1.19904E+18,"Sam, I hate being the only black person there""","\u003ca href=""http://twitter.com/download/iphone"" rel=""nofollow""\u003eTwitter for iPhone\u003c/a\u003e",342320580,-83.173867,32.678207
Mon Nov 25 18:57:15 +0000 201,1.19904E+18,RT @TomLondon6: The Director General of the BBC Lord Tony Hall needs to make a personal statement urgently about what appears to be a campa\u2026,"\u003ca href=""http://twitter.com/download/android"" rel=""nofollow""\u003eTwitter for Android\u003c/a\u003e",16648445,-0.26314,51.565196
Mon Nov 25 18:57:16 +0000 201,1.19904E+18,Tickets for Barreled Death are still available here: \n\nhttps://t.co/4WEOMWSBB0\n\n- 30+ breweries\n- @BearsSmokehouse\u2026 https://t.co/c5LFOOxonz,"\u003ca href=""http://twitter.com/download/iphone"" rel=""nofollow""\u003eTwitter for iPhone\u003c/a\u003e",2921431479,-72.680966,41.765617
Mon Nov 25 18:57:20 +0000 201,1.19904E+18,RT @DeAngelisCorey: You lied to a black woman's face right after this event https://t.co/jqmrTR1RmB,"\u003ca href=""http://twitter.com/download/iphone"" rel=""nofollow""\u003eTwitter for iPhone\u003c/a\u003e",525740012,-80.167715,26.062405
Mon Nov 25 18:57:31 +0000 201,1.19904E+18,RT @paradasp: Quem daqui vai? #Comenta e depois #retuita? \ud83d\ude4f\ud83c\udffb Dia 14/06/2020 ser\u00e1 a nossa pr\u00f3xima Parada do Orgulho LGBT de SP. Evento no Fa\u2026,"\u003ca href=""http://twitter.com/download/iphone"" rel=""nofollow""\u003eTwitter for iPhone\u003c/a\u003e",1.07447E+18,-46.595546,-23.682803
Mon Nov 25 18:57:35 +0000 201,1.19904E+18,RT @DiriyahSeason: \u0627\u0644\u062f\u0631\u0639\u064a\u0629 \u0632\u0631\u0642\u0627\u0627\u0627\u0627\u0627\u0627\u0627\u0627\u0627\u0621 \ud83d\udc99\ud83d\udc99\n\n\u0627\u062d\u062a\u0641\u0627\u0644 #\u0645\u0648\u0633\u0645_\u0627\u0644\u062f\u0631\u0639\u064a\u0629 \u0645\u0639 \u0645\u0645\u062b\u0644 \u0627\u0644\u0648\u0637\u0646 \ud83c\uddf8\ud83c\udde6 \u0646\u0627\u062f\u064a \u0627\u0644\u0647\u0644\u0627\u0644 \u0631\u0627\u062d \u064a\u0643\u0648\u0646 \u0641\u064a \u0645\u0642\u0631 \u0641\u0639\u0627\u0644\u064a\u0627\u062a \u0627\u0644\u0645\u0648\u0633\u0645 \u0628\u0645\u0646\u0627\u0633\u0628\u0629 \u062a\u062d\u0642\u064a\u0642\u2026,"\u003ca href=""https://mobile.twitter.com"" rel=""nofollow""\u003eTwitter Web App\u003c/a\u003e",8.85662E+17,46.584316,24.736764
Mon Nov 25 18:57:42 +0000 201,1.19904E+18,.. non INC related events. Katulad ng sea games or mga concerts ng mga kung sinu sino na ginagawa sa arena.\n\n4. Srs\u2026 https://t.co/kE4oUsKknf,"\u003ca href=""http://twitter.com/download/android"" rel=""nofollow""\u003eTwitter for Android\u003c/a\u003e",969473768,121.03926,14.584755
Mon Nov 25 18:57:42 +0000 201,1.19904E+18,"RT @WALLCPA: I\u2019m hosting an amazing panel @ the @TorontoStarts CPA\u2019s and Tech event. The panel will include @tokenfunde, @XMatik, @Zoomdot\u2026""","\u003ca href=""https://mobile.twitter.com"" rel=""nofollow""\u003eTwitter Web App\u003c/a\u003e",245915988,-79.27257,43.629311
Mon Nov 25 18:57:44 +0000 201,1.19904E+18,RT @DondersKaren: Topsprekers over media en communicatie in Europa. #recommend #mustsee https://t.co/fSjvn2Hcfl,"\u003ca href=""http://twitter.com/download/android"" rel=""nofollow""\u003eTwitter for Android\u003c/a\u003e",333045992,4.458396,51.175233
Mon Nov 25 18:57:46 +0000 201,1.19904E+18,"Still amazed by Collin Morikawa\u2019s meteoric rise. From 1476th to 68th in just 14 events as a professional. \ud83d\udd25 https://t.co/fiZpKmcc9L,display_text_range:[0,107]","\u003ca href=""http://twitter.com/download/iphone"" rel=""nofollow""\u003eTwitter for iPhone\u003c/a\u003e",1908487488,-118.411907,34.020789
Mon Nov 25 18:57:53 +0000 201,1.19904E+18,RT @THobbsGeo: It\u2019s official! ETS occurring now! https://t.co/RTv9hz10Rr,"\u003ca href=""https://mobile.twitter.com"" rel=""nofollow""\u003eTwitter Web App\u003c/a\u003e",76986721,-123.123581,49.257639
Mon Nov 25 18:57:55 +0000 201,1.19904E+18,My #evening #entertainment,"\u003ca href=""http://twitter.com/download/iphone"" rel=""nofollow""\u003eTwitter for iPhone\u003c/a\u003e",2605789736,-0.350693,51.461742
Mon Nov 25 18:57:56 +0000 201,1.19904E+18,"RT @JayFnHarris: Sam, I hate being the only black person there https:\/\/t.co\/r0Lwii2GAr""","\u003ca href=""http://twitter.com/download/iphone"" rel=""nofollow""\u003eTwitter for iPhone\u003c/a\u003e",208115407,-83.173867,32.678207
Mon Nov 25 18:58:08 +0000 201,1.19904E+18,"RT @BradMossEsq: Trump supporters today: He, he had a nice event for the Conan dog, and he walked and made comments without doing anything\u2026""","\u003ca href=""http://twitter.com/download/iphone"" rel=""nofollow""\u003eTwitter for iPhone\u003c/a\u003e",9.66344E+17,-77.425155,38.878708
Mon Nov 25 18:58:08 +0000 201,1.19904E+18,"RT @WALLCPA: I\u2019m hosting an amazing panel @ the @TorontoStarts CPA\u2019s and Tech event. The panel will include @tokenfunde, @XMatik, @Zoomdot\u2026""","\u003ca href=""https://mobile.twitter.com"" rel=""nofollow""\u003eTwitter Web App\u003c/a\u003e",1.12648E+18,-79.27257,43.629311
Mon Nov 25 18:58:09 +0000 201,1.19904E+18,Guy why you dey tell us\ud83d\ude02?,"\u003ca href=""http://twitter.com/download/android"" rel=""nofollow""\u003eTwitter for Android\u003c/a\u003e",2839784019,3.318066,6.590611
Mon Nov 25 18:58:15 +0000 201,1.19904E+18,The event will be live-streamed by @TheRealNews!,"\u003ca href=""http://twitter.com/download/iphone"" rel=""nofollow""\u003eTwitter for iPhone\u003c/a\u003e",96699894,-76.615181,39.396352
Mon Nov 25 18:58:19 +0000 201,1.19904E+18,Catch up on all things happening around #MapleGroveMN,"\u003ca href=""http://twitter.com/download/iphone"" rel=""nofollow""\u003eTwitter for iPhone\u003c/a\u003e",1.07989E+18,-93.464883,45.108532
Mon Nov 25 18:58:20 +0000 201,1.19904E+18,After graduation it is when you realize that we should have attended some events to increase our social capital tha\u2026 https://t.co/u9UY37KIjh,"\u003ca href=""http://twitter.com/download/android"" rel=""nofollow""\u003eTwitter for Android\u003c/a\u003e",4774946422,32.56916,0.289268
Mon Nov 25 18:58:24 +0000 201,1.19904E+18,"RT @ElizabethEThorp: \u201cI really don\u2019t know this Rudy gu, I meet a lot of people, tremendous people and you know, he wanted to be in the Whi\u2026""","\u003ca href=""http://twitter.com/download/android"" rel=""nofollow""\u003eTwitter for Android\u003c/a\u003e",8.10639E+17,-77.014398,38.898603
Mon Nov 25 18:58:26 +0000 201,1.19904E+18,RT @jaisalnoor: The event will be live-streamed by @TheRealNews!,"\u003ca href=""http://twitter.com/download/iphone"" rel=""nofollow""\u003eTwitter for iPhone\u003c/a\u003e",8719302,-76.615181,39.396352
Mon Nov 25 18:58:28 +0000 201,1.19904E+18,RT @DiriyahSeason: \u0627\u0644\u062f\u0631\u0639\u064a\u0629 \u0632\u0631\u0642\u0627\u0627\u0627\u0627\u0627\u0627\u0627\u0627\u0627\u0621 \ud83d\udc99\ud83d\udc99\n\n\u0627\u062d\u062a\u0641\u0627\u0644 #\u0645\u0648\u0633\u0645_\u0627\u0644\u062f\u0631\u0639\u064a\u0629 \u0645\u0639 \u0645\u0645\u062b\u0644 \u0627\u0644\u0648\u0637\u0646 \ud83c\uddf8\ud83c\udde6 \u0646\u0627\u062f\u064a \u0627\u0644\u0647\u0644\u0627\u0644 \u0631\u0627\u062d \u064a\u0643\u0648\u0646 \u0641\u064a \u0645\u0642\u0631 \u0641\u0639\u0627\u0644\u064a\u0627\u062a \u0627\u0644\u0645\u0648\u0633\u0645 \u0628\u0645\u0646\u0627\u0633\u0628\u0629 \u062a\u062d\u0642\u064a\u0642\u2026,"\u003ca href=""http://twitter.com/download/iphone"" rel=""nofollow""\u003eTwitter for iPhone\u003c/a\u003e",8.60879E+17,46.584316,24.736764
Mon Nov 25 18:58:30 +0000 201,1.19904E+18,This is always an amazing event,"\u003ca href=""http://twitter.com/download/iphone"" rel=""nofollow""\u003eTwitter for iPhone\u003c/a\u003e",38161105,-0.109182,51.546926
Mon Nov 25 18:58:31 +0000 201,1.19904E+18,"RT @wisdom_dzotsi: Africa\u2019s newly minted BEST REGGAE/ RAGGA &amp; DANCEHALL ARTISTE 2019, @stonebwoyb , ready to shut down the biggest outdoor\u2026""","\u003ca href=""http://twitter.com/download/iphone"" rel=""nofollow""\u003eTwitter for iPhone\u003c/a\u003e",1.11353E+18,-0.184293,5.623199
Mon Nov 25 18:58:31 +0000 201,1.19904E+18,Congratulations to all of the Finalists @east_awards No better Community Champion than Our Lynne @belfastcc she wor\u2026 https://t.co/xJYwnK1bNP,"\u003ca href=""http://twitter.com/download/iphone"" rel=""nofollow""\u003eTwitter for iPhone\u003c/a\u003e",606411869,-6.81351,54.667202
Mon Nov 25 18:58:33 +0000 201,1.19904E+18,RT @TomLondon6: The Director General of the BBC Lord Tony Hall needs to make a personal statement urgently about what appears to be a campa\u2026,"\u003ca href=""http://twitter.com/download/iphone"" rel=""nofollow""\u003eTwitter for iPhone\u003c/a\u003e",587875144,-0.26314,51.565196
Mon Nov 25 18:58:37 +0000 201,1.19904E+18,@SlangstaBoogie https://t.co/1eCIKGQY1n,"\u003ca href=""http://ubersocial.com"" rel=""nofollow""\u003eUberSocial for Android\u003c/a\u003e",57805365,-118.411907,34.020789
Mon Nov 25 18:58:51 +0000 201,1.19904E+18,"Book your Holiday Party at one of our many locations and let us host the perfect event for you! https://t.co/FIWpVSRrWO,display_text_range:[0,95]","\u003ca href=""http://twitter.com/download/iphone"" rel=""nofollow""\u003eTwitter for iPhone\u003c/a\u003e",1884569851,-79.27257,43.629311
Mon Nov 25 18:58:52 +0000 201,1.19904E+18,\u041a\u043e\u0433\u0430\u0442\u043e \u0440\u0430\u0431\u043e\u0442\u0430\u0442\u0430 \u0442\u0438 \u0435 \u0437\u0430\u0431\u0430\u0432\u043b\u0435\u043d\u0438\u0435 -  \u043d\u0430\u0439 - \u0433\u043e\u043b\u0435\u043c\u0438\u044f\u0442 \u0444\u043e\u0440\u0443\u043c \u0437\u0430 \u043b\u0438\u0447\u043d\u043e\u0441\u0442\u043d\u043e \u0440\u0430\u0437\u0432\u0438\u0442\u0438\u0435 \u0438 \u043f\u0440\u0435\u0434\u043f\u0440\u0438\u0435\u043c\u0430\u0447\u0435\u0441\u0442\u0432\u043e \u0432 \u0438\u0437\u0442\u043e\u0447\u043d\u0430 \u0415\u0432\u0440\u043e\u043f\u0430 \ud83d\udd1d\u2026 https://t.co/wiiVbRwLgB,"\u003ca href=""http://instagram.com"" rel=""nofollow""\u003eInstagram\u003c/a\u003e",75623166,25.481745,42.725232
Mon Nov 25 18:58:55 +0000 201,1.19904E+18,"RT @BradMossEsq: Trump supporters today: He, he had a nice event for the Conan dog, and he walked and made comments without doing anything\u2026""","\u003ca href=""http://twitter.com/download/iphone"" rel=""nofollow""\u003eTwitter for iPhone\u003c/a\u003e",507772102,-77.425155,38.878708
Mon Nov 25 18:59:01 +0000 201,1.19904E+18,Reminder that we still have some space available for your next holiday event! Book is for upto 55 ppl! Ask us about\u2026 https://t.co/Ef3zv1wGKF,"\u003ca href=""http://instagram.com"" rel=""nofollow""\u003eInstagram\u003c/a\u003e",917734878,-70.880258,42.815526
Mon Nov 25 18:59:01 +0000 201,1.19904E+18,"Finishing off November with some great show, swipe right to see this week's lineup!\n\n\u2022\n\n#bugjar #rochester #roc\u2026 https:\/\/t.co\/ZJHicycQjn""","\u003ca href=""http://instagram.com"" rel=""nofollow""\u003eInstagram\u003c/a\u003e",3058744952,-75.770041,42.746617
Mon Nov 25 18:59:06 +0000 201,1.19904E+18,Don't @ a student group that's actually trying to ENCOURAGE students to attend athletic events. You don't stop a fi\u2026 https://t.co/bqdKPtFZ1Q,"\u003ca href=""http://twitter.com/download/android"" rel=""nofollow""\u003eTwitter for Android\u003c/a\u003e",1608430832,-82.388215,36.344741
Mon Nov 25 18:59:06 +0000 201,1.19904E+18,#WinForCorbyn #VoteLabourDecember12,"\u003ca href=""http://twitter.com/download/iphone"" rel=""nofollow""\u003eTwitter for iPhone\u003c/a\u003e",521270729,-2.124442,52.493734
Mon Nov 25 18:59:11 +0000 201,1.19904E+18,RT @DiriyahSeason: \u0627\u0644\u062f\u0631\u0639\u064a\u0629 \u0632\u0631\u0642\u0627\u0627\u0627\u0627\u0627\u0627\u0627\u0627\u0627\u0621 \ud83d\udc99\ud83d\udc99\n\n\u0627\u062d\u062a\u0641\u0627\u0644 #\u0645\u0648\u0633\u0645_\u0627\u0644\u062f\u0631\u0639\u064a\u0629 \u0645\u0639 \u0645\u0645\u062b\u0644 \u0627\u0644\u0648\u0637\u0646 \ud83c\uddf8\ud83c\udde6 \u0646\u0627\u062f\u064a \u0627\u0644\u0647\u0644\u0627\u0644 \u0631\u0627\u062d \u064a\u0643\u0648\u0646 \u0641\u064a \u0645\u0642\u0631 \u0641\u0639\u0627\u0644\u064a\u0627\u062a \u0627\u0644\u0645\u0648\u0633\u0645 \u0628\u0645\u0646\u0627\u0633\u0628\u0629 \u062a\u062d\u0642\u064a\u0642\u2026,"\u003ca href=""http://twitter.com/download/iphone"" rel=""nofollow""\u003eTwitter for iPhone\u003c/a\u003e",3022065314,46.584316,24.736764
Mon Nov 25 18:59:13 +0000 201,1.19904E+18,"RT @BradMossEsq: Trump supporters today: He, he had a nice event for the Conan dog, and he walked and made comments without doing anything\u2026""","\u003ca href=""https://mobile.twitter.com"" rel=""nofollow""\u003eTwitter Web App\u003c/a\u003e",212676129,-77.425155,38.878708
Mon Nov 25 18:59:13 +0000 201,1.19904E+18,my boyfriend complains about me doing this ALL THE TIME but Aisha\u2019s rules ...if I posted a pic in it don\u2019t expect t\u2026 https://t.co/ikwTnCH1uK,"\u003ca href=""http://twitter.com/download/iphone"" rel=""nofollow""\u003eTwitter for iPhone\u003c/a\u003e",1364664787,-96.672767,33.112317
Mon Nov 25 18:59:14 +0000 201,1.19904E+18,RT @DiriyahSeason: \u0627\u0644\u062f\u0631\u0639\u064a\u0629 \u0632\u0631\u0642\u0627\u0627\u0627\u0627\u0627\u0627\u0627\u0627\u0627\u0621 \ud83d\udc99\ud83d\udc99\n\n\u0627\u062d\u062a\u0641\u0627\u0644 #\u0645\u0648\u0633\u0645_\u0627\u0644\u062f\u0631\u0639\u064a\u0629 \u0645\u0639 \u0645\u0645\u062b\u0644 \u0627\u0644\u0648\u0637\u0646 \ud83c\uddf8\ud83c\udde6 \u0646\u0627\u062f\u064a \u0627\u0644\u0647\u0644\u0627\u0644 \u0631\u0627\u062d \u064a\u0643\u0648\u0646 \u0641\u064a \u0645\u0642\u0631 \u0641\u0639\u0627\u0644\u064a\u0627\u062a \u0627\u0644\u0645\u0648\u0633\u0645 \u0628\u0645\u0646\u0627\u0633\u0628\u0629 \u062a\u062d\u0642\u064a\u0642\u2026,"\u003ca href=""http://twitter.com/download/iphone"" rel=""nofollow""\u003eTwitter for iPhone\u003c/a\u003e",3266552366,46.584316,24.736764
Mon Nov 25 18:59:20 +0000 201,1.19904E+18,@yunggcocoa https://t.co/1eCIKGQY1n,"\u003ca href=""http://ubersocial.com"" rel=""nofollow""\u003eUberSocial for Android\u003c/a\u003e",57805365,-118.411907,34.020789
Mon Nov 25 18:59:22 +0000 201,1.19904E+18,"RT @LewisMyersM: Your leadershi, brilliance and compassion directly contributes to every win and success we have in Los Angeles. No matter\u2026""","\u003ca href=""https://mobile.twitter.com"" rel=""nofollow""\u003eTwitter Web App\u003c/a\u003e",14111811,-118.411907,34.020789
Mon Nov 25 18:59:23 +0000 201,1.19904E+18,RT @ThisIsPappi254: Proud to have been part of this Event #DevFestKisumu @gdg_kisumu and all the others that took place all around Africa.\u2026,"\u003ca href=""http://twitter.com/download/android"" rel=""nofollow""\u003eTwitter for Android\u003c/a\u003e",4234221023,36.86362,-1.274863
Mon Nov 25 18:59:35 +0000 201,1.19904E+18,"RT @gdg_kisumu: 14hrs \ud83d\ude3, good night sleep \ud83d\ude00 https:\/\/t.co\/VB5DTETXJx""","\u003ca href=""https://mobile.twitter.com"" rel=""nofollow""\u003eTwitter Web App\u003c/a\u003e",8.98339E+17,34.628974,-0.537545
Mon Nov 25 18:59:35 +0000 201,1.19904E+18,Students can totally surprise you with the video creations they can make\n\nhttps://t.co/xyS3DVdkOG,"\u003ca href=""http://www.tweetcaster.com"" rel=""nofollow""\u003eTweetCaster for Android\u003c/a\u003e",16051557,-77.712567,43.162659
Mon Nov 25 18:59:41 +0000 201,1.19904E+18,"RT @DntGlitches: Thank you lastexitlive for the amazing guilty pleasures show last nigh, and to @kwss_radio, @8020records and @BravoTipOrP\u2026""","\u003ca href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow""\u003eTweetDeck\u003c/a\u003e",16250065,-112.124676,33.552863
